🧿广东频道,#genre#
揭阳生活,http://14.117.233.78:9000/udp/239.77.0.251:5146
汕尾新闻综合,http://14.117.233.78:9000/udp/239.77.1.189:5146
汕尾新闻综合,http://14.117.233.78:9000/udp/239.77.0.25:5146
汕尾文化生活,http://14.117.233.78:9000/udp/239.77.1.190:5146
汕尾文化生活,http://14.117.233.78:9000/udp/239.77.0.187:5146
江门综合,http://14.117.233.78:9000/udp/239.77.0.195:5146
江门综合,http://14.117.233.78:9000/udp/239.77.0.201:5146
江门侨乡生活,http://14.117.233.78:9000/udp/239.77.0.196:5146
江门侨乡生活,http://14.117.233.78:9000/udp/239.77.0.202:5146
江门教育,http://14.117.233.78:9000/udp/239.77.0.197:5146
江门教育,http://14.117.233.78:9000/udp/239.77.0.203:5146
HZTV-1,http://14.117.233.78:9000/udp/239.77.0.247:5146
HZTV-1,http://14.117.233.78:9000/udp/239.77.1.154:5146
HZTV-1,http://14.117.233.78:9000/udp/239.77.1.232:5146
HZTV-2,http://14.117.233.78:9000/udp/239.77.0.248:5146
HZTV-2,http://14.117.233.78:9000/udp/239.77.1.173:5146
HZTV-2,http://14.117.233.78:9000/udp/239.77.1.233:5146
珠海-1,http://14.117.233.78:9000/udp/239.77.1.230:5146
珠海-1,http://14.117.233.78:9000/udp/239.77.0.155:5146
珠海-2,http://14.117.233.78:9000/udp/239.77.1.231:5146
珠海-2,http://14.117.233.78:9000/udp/239.77.0.154:5146
肇庆综合,http://14.117.233.78:9000/udp/239.253.43.3:5146
肇庆综合,http://14.117.233.78:9000/udp/239.253.43.1:5146
肇庆生活服务,http://14.117.233.78:9000/udp/239.253.43.4:5146
肇庆生活服务,http://14.117.233.78:9000/udp/239.253.43.2:5146
河源综合,http://14.117.233.78:9000/udp/239.253.43.215:5146
河源综合,http://14.117.233.78:9000/udp/239.253.43.213:5146
河源公共,http://14.117.233.78:9000/udp/239.253.43.216:5146
河源公共,http://14.117.233.78:9000/udp/239.253.43.214:5146
清远新闻综合,http://14.117.233.78:9000/udp/239.253.43.31:5146
清远新闻综合,http://14.117.233.78:9000/udp/239.253.43.33:5146
清远文旅生活,http://14.117.233.78:9000/udp/239.253.43.32:5146
清远文旅生活,http://14.117.233.78:9000/udp/239.77.0.241:5146
清远文旅生活,http://14.117.233.78:9000/udp/239.253.43.34:5146
云浮综合,http://14.117.233.78:9000/udp/239.253.43.195:5146
云浮综合,http://14.117.233.78:9000/udp/239.77.0.253:5146
云浮文旅,http://14.117.233.78:9000/udp/239.253.43.194:5146
云浮文旅,http://14.117.233.78:9000/udp/239.77.0.254:5146
茂名综合,http://14.117.233.78:9000/udp/239.77.0.204:5146
茂名综合,http://14.117.233.78:9000/udp/239.77.0.206:5146
茂名公共,http://14.117.233.78:9000/udp/239.77.0.205:5146
茂名公共,http://14.117.233.78:9000/udp/239.77.0.207:5146
汕头综合,http://14.117.233.78:9000/udp/239.253.43.30:5146
汕头综合,http://14.117.233.78:9000/udp/239.77.1.130:5146
汕头综合,http://14.117.233.78:9000/udp/239.253.43.45:5146
汕头经济生活,http://14.117.233.78:9000/udp/239.253.43.43:5146
汕头经济生活,http://14.117.233.78:9000/udp/239.77.1.131:5146
汕头经济生活,http://14.117.233.78:9000/udp/239.253.43.46:5146
汕头文旅体育,http://14.117.233.78:9000/udp/239.253.43.44:5146
汕头文旅体育,http://14.117.233.78:9000/udp/239.77.1.132:5146
汕头文旅体育,http://14.117.233.78:9000/udp/239.253.43.47:5146
佛山公共,http://14.117.233.78:9000/udp/239.253.43.48:5146
佛山公共,http://14.117.233.78:9000/udp/239.253.43.53:5146
佛山南海,http://14.117.233.78:9000/udp/239.253.43.49:5146
佛山南海,http://14.117.233.78:9000/udp/239.77.0.236:5146
佛山南海,http://14.117.233.78:9000/udp/239.253.43.54:5146
佛山顺德,http://14.117.233.78:9000/udp/239.253.43.50:5146
佛山顺德,http://14.117.233.78:9000/udp/239.253.43.55:5146
佛山影视,http://14.117.233.78:9000/udp/239.253.43.51:5146
佛山影视,http://14.117.233.78:9000/udp/239.253.43.56:5146
佛山综合,http://14.117.233.78:9000/udp/239.253.43.52:5146
佛山综合,http://14.117.233.78:9000/udp/239.253.43.57:5146
东莞新闻综合,http://14.117.233.78:9000/udp/239.253.43.102:5146
东莞新闻综合,http://14.117.233.78:9000/udp/239.253.43.104:5146
东莞生活资讯,http://14.117.233.78:9000/udp/239.253.43.103:5146
东莞生活资讯,http://14.117.233.78:9000/udp/239.253.43.105:5146
中山综合,http://14.117.233.78:9000/udp/239.253.43.59:5146
中山综合,http://14.117.233.78:9000/udp/239.253.43.62:5146
香山文化,http://14.117.233.78:9000/udp/239.253.43.60:5146
香山文化,http://14.117.233.78:9000/udp/239.253.43.63:5146
中山教育,http://14.117.233.78:9000/udp/239.253.43.61:5146
中山教育,http://14.117.233.78:9000/udp/239.253.43.64:5146

广东珠江,http://113.110.79.241:8090/hls/105/index.m3u8
湛江公共,http://113.110.79.241:8090/hls/3/index.m3u8
经济科教,http://113.110.79.241:8090/hls/129/index.m3u8
岭南戏曲,http://113.110.79.241:8090/hls/22/index.m3u8
广东新闻,http://113.110.79.241:8090/hls/106/index.m3u8
广东公共,http://113.110.79.241:8090/hls/107/index.m3u8
南方卫视,http://113.110.79.241:8090/hls/109/index.m3u8
广东卫视,http://113.110.79.241:8090/hls/152/index.m3u8
浙江卫视,http://113.110.79.241:8090/hls/131/index.m3u8
广东体育,http://113.110.79.241:8090/hls/108/index.m3u8
广东影视,http://113.110.79.241:8090/hls/110/index.m3u8
广东少儿,http://113.110.79.241:8090/hls/111/index.m3u8

广东卫视,http://106.57.1.156:55555/udp/239.200.201.35:8768#http://144.255.40.3:4022/udp/239.21.1.26:5002#http://171.117.141.90:8085/rtp/226.0.2.146:9080#http://144.255.40.3:4022/udp/239.21.1.92:5002#http://171.117.141.90:8085/rtp/226.0.2.45:8272#http://124.222.142.65:5678/zhibo/index.php?id=gdws
大湾区卫视,http://106.57.1.156:55555/udp/239.200.201.146:8136#http://124.222.142.65:5678/zhibo/index.php?id=dwqws
深圳卫视,http://106.57.1.156:55555/udp/239.200.200.67:8776#http://171.117.141.90:8085/rtp/226.0.2.147:9088#http://144.255.40.3:4022/udp/239.21.1.25:5002#http://144.255.40.3:4022/udp/239.21.1.93:5002
深圳都市,https://sztv-live.cutv.com/ZwxzUXr/500/jujwgzl.m3u8?sign=3ff78e34facd1bd9531248ce659ee975&t=65aa2d27#http://livepull-tcyzb.sztv.com.cn/live/dushi01.m3u8#http://livepull-tcyzb.sztv.com.cn/showto_live/dushi01.m3u8
深圳公共,https://sztv-live.cutv.com/2q76Sw2/500/t5keqg6.m3u8?sign=dffa03394a4bf3cd6f9b74ba24994b8c&t=65aa2d3f
深圳娱乐,https://sztv-live.cutv.com/1q4iPng/500/v4ifqg0.m3u8?sign=aa219146fe94f92f1a9aa555cd18b6f4&t=65aa2d53
深圳东部,https://lglivepull.sznews.com/live/2646.m3u8?zguangd
深圳龙岗,https://lglivepull.sznews.com/live/2647.m3u8
深圳国际,https://sztv-live.cutv.com/sztvgjpd/500/u47pzgvl.m3u8?sign=eb0ae745f0c194fff8f2553e4ac0ddd7&t=65aa2d6c
深圳电视剧,http://218.17.216.102:9901/tsfile/live/1057_1.m3u8,https://sztv-live.cutv.com/4azbkoY/500/m2rhagb.m3u8?sign=67f48edc57d44140d1917f99dd9ea4db&t=65aa2c23#https://sztv-live.cutv.com/4azbkoY/500/m2rhagb.m3u8?sign=99a65ef0f63cd4588d1e2793b4829a12&t=65aa2d0c
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=ca58d8dd0678d3619c06b64df71c5f5a&txTime=18d1b0b0981#http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzzh
广州新闻频道,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=6d69bd4c3a96335c2097680d1b601d10&txTime=18d203a1526
广州影视频道,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=62805e539aea2a26b9395f25c1ff6f40&txTime=18d203a1526
广州南国都市,https://justsometime.gztv.com/sec/shenghuos.m3u8
广州南国都市,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzngds
东莞电视台1套,http://stream.sun0769.com/dgrtv1/mp4tv1_800/index.m3u8?channel=1&t=1704027199&ttl=3600&key=a0175251528ad7b6273cd0d29745ca3f
东莞电视台2套,http://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8?channel=1&t=1704028978&ttl=3600&key=9ea06978f449d3ae5f30fc8be36c045d
中山香山文化,http://www.namewee.xyz/gudou.php?id=3663
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8#https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?_upt=f767206b1671099007
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
阳江公共频道,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_w551261166_b928000.m3u8#https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8#https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b3628000.m3u8
阳江综合频道,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_w1166501356_b928000.m3u8#https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8#https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8
阳江综合频道,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8?zguangd
阳江公共频道,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b3628000.m3u8?zguangd
阳江综合频道,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8?zguangd
阳江公共频道,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b3628000.m3u8?zguangd
阳江公共频道,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8?zguangd
阳江综合频道,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8?zguangd
廉江综合,http://www.namewee.xyz/gudou.php?id=3209

清新综合,http://hls.wiseqx.com/live/qxzh.m3u8?zguangd
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8?zguangd
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8?zguangd
韶关综合台,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
广东广播,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935?zguangd
广东广播,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1612881417-0-0-bc7ddba066481bc805fc1e800654e721?zguangd
广东广播,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1612881417-0-0-bc7ddba066481bc805fc1e800654e721#https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935
广东广播,https://glive.grtn.cn/live/wenhua_test0203.m3u8#http://www.ainm.cc/#https://streamtest.in/logs/page/1?filter=cnbc&is_public=true

📡央视频道,#genre#
CCTV1,http://111.124.98.66:8188/rtp/238.255.2.91:5999
CCTV2,http://111.124.98.66:8188/rtp/238.255.2.11:5999
CCTV3,http://111.124.98.66:8188/rtp/238.255.2.133:5999
CCTV4,http://111.124.98.66:8188/rtp/238.255.2.92:5999
CCTV4欧洲频道,http://111.124.98.66:8188/rtp/238.255.2.213:5999
CCTV4美洲频道,http://111.124.98.66:8188/rtp/238.255.2.214:5999
CCTV5,http://111.124.98.66:8188/rtp/238.255.2.134:5999
CCTV5+,http://111.124.98.66:8188/rtp/238.255.2.185:5999
CCTV6,http://111.124.98.66:8188/rtp/238.255.2.135:5999
CCTV7,http://111.124.98.66:8188/rtp/238.255.2.12:5999
CCTV8,http://111.124.98.66:8188/rtp/238.255.2.136:5999
CCTV9,http://111.124.98.66:8188/rtp/238.255.2.155:5999
CCTV10,http://111.124.98.66:8188/rtp/238.255.2.13:5999
CCTV11,http://111.124.98.66:8188/rtp/238.255.2.14:5999
CCTV12,http://111.124.98.66:8188/rtp/238.255.2.15:5999
CCTV13,http://111.124.98.66:8188/rtp/238.255.2.16:5999
CCTV14,http://111.124.98.66:8188/rtp/238.255.2.17:5999
CCTV15,http://111.124.98.66:8188/rtp/238.255.2.18:5999
CCTV16奥林匹克,http://111.124.98.66:8188/rtp/238.255.2.217:5999
CCTV16奥林匹克,http://111.124.98.66:8188/rtp/238.255.2.219:5999
CCTV17,http://111.124.98.66:8188/rtp/238.255.2.137:5999
CCTV兵器科技,http://111.124.98.66:8188/rtp/238.255.2.34:5999
CCTV第一剧场,http://111.124.98.66:8188/rtp/238.255.2.25:5999
CCTV风云剧场,http://111.124.98.66:8188/rtp/238.255.2.28:5999
CCTV风云音乐,http://111.124.98.66:8188/rtp/238.255.2.24:5999
CCTV风云足球,http://111.124.98.66:8188/rtp/238.255.2.29:5999
CCTV高尔夫网球,http://111.124.98.66:8188/rtp/238.255.2.223:5999
CCTV怀旧剧场,http://111.124.98.66:8188/rtp/238.255.2.33:5999
CCTV女性时尚,http://111.124.98.66:8188/rtp/238.255.2.27:5999
CCTV世界地理,http://111.124.98.66:8188/rtp/238.255.2.26:5999
CCTV天下足球,http://111.124.98.66:8188/rtp/238.255.2.134:5999
CCTV央视台球,http://111.124.98.66:8188/rtp/238.255.2.224:5999
CCTV中视购物,http://111.124.98.66:8188/rtp/238.255.2.44:5999
CCTV中视文化精品,http://111.124.98.66:8188/rtp/238.255.2.32:5999
CETV1,http://111.124.98.66:8188/rtp/238.255.2.105:5999
CETV2,http://111.124.98.66:8188/rtp/238.255.2.221:5999
CETV4,http://111.124.98.66:8188/rtp/238.255.2.222:5999
CGTN,http://111.124.98.66:8188/rtp/238.255.2.178:5999
CGTN,http://111.124.98.66:8188/rtp/238.255.2.207:5999

CCTV-1,http://110.72.62.190:808/hls/54/index.m3u8
CCTV-2,http://110.72.62.190:808/hls/97/index.m3u8
CCTV-3,http://110.72.62.190:808/hls/37/index.m3u8
CCTV-4,http://110.72.62.190:808/hls/113/index.m3u8
CCTV-5,http://110.72.62.190:808/hls/38/index.m3u8
CCTV-6,http://110.72.62.190:808/hls/39/index.m3u8
CCTV-7,http://110.72.62.190:808/hls/98/index.m3u8
CCTV-8,http://110.72.62.190:808/hls/40/index.m3u8
CCTV-9,http://110.72.62.190:808/hls/119/index.m3u8
CCTV-10,http://110.72.62.190:808/hls/99/index.m3u8
CCTV-11,http://110.72.62.190:808/hls/100/index.m3u8
CCTV-12,http://110.72.62.190:808/hls/101/index.m3u8
CCTV-13,http://110.72.62.190:808/hls/106/index.m3u8
CCTV-14,http://110.72.62.190:808/hls/105/index.m3u8
CCTV-15,http://110.72.62.190:808/hls/102/index.m3u8

CCTV1,http://39.134.66.66/PLTV/88888888/224/3221225816/index.m3u8
CCTV1,http://39.134.66.66/PLTV/88888888/224/3221225706/index.m3u8
CCTV2,http://39.134.66.66/PLTV/88888888/224/3221225599/index.m3u8
CCTV3,http://39.134.66.66/PLTV/88888888/224/3221225799/index.m3u8
CCTV4,http://39.134.66.66/PLTV/88888888/224/3221225797/index.m3u8
CCTV5,http://39.134.66.66/PLTV/88888888/224/3221225818/index.m3u8
CCTV5+,http://39.134.66.66/PLTV/88888888/224/3221225507/index.m3u8
CCTV6,http://39.134.66.66/PLTV/88888888/224/3221225814/index.m3u8
CCTV7,http://39.134.66.66/PLTV/88888888/224/3221225671/index.m3u8
CCTV8,http://39.134.66.66/PLTV/88888888/224/3221225795/index.m3u8
CCTV9,http://39.134.66.66/PLTV/88888888/224/3221225676/index.m3u8
CCTV10,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8
CCTV11,http://39.134.66.66/PLTV/88888888/224/3221225517/index.m3u8
CCTV12,http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8
CCTV13,http://39.134.66.66/PLTV/88888888/224/3221225812/index.m3u8
CCTV14,http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
CCTV15,http://39.134.66.66/PLTV/88888888/224/3221225513/index.m3u8
CCTV17,http://39.134.66.66/PLTV/88888888/224/3221225708/index.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8

CCTV1,http://124.222.142.65:5678/zhibo/index.php?id=cctv1
CCTV2,http://124.222.142.65:5678/zhibo/index.php?id=cctv2
CCTV3,http://124.222.142.65:5678/zhibo/index.php?id=cctv3
CCTV4,http://124.222.142.65:5678/zhibo/index.php?id=cctv4
CCTV5,http://124.222.142.65:5678/zhibo/index.php?id=cctv5
CCTV5+,http://124.222.142.65:5678/zhibo/index.php?id=cctv5p
CCTV6,http://124.222.142.65:5678/zhibo/index.php?id=cctv6
CCTV7,http://124.222.142.65:5678/zhibo/index.php?id=cctv7
CCTV8,http://124.222.142.65:5678/zhibo/index.php?id=cctv8
CCTV9,http://124.222.142.65:5678/zhibo/index.php?id=cctv9
CCTV10,http://124.222.142.65:5678/zhibo/index.php?id=cctv10
CCTV11,http://124.222.142.65:5678/zhibo/index.php?id=cctv11
CCTV12,http://124.222.142.65:5678/zhibo/index.php?id=cctv12
CCTV13,http://124.222.142.65:5678/zhibo/index.php?id=cctv13
CCTV14,http://124.222.142.65:5678/zhibo/index.php?id=cctv14
CGTN,http://39.134.66.66/PLTV/88888888/224/3221225510/index.m3u8
CGTN纪录,http://39.134.66.66/PLTV/88888888/224/3221225509/index.m3u8
直播中国,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001

📡卫视频道,#genre#
广东卫视,http://111.124.98.66:8188/rtp/238.255.2.59:5999
深圳卫视,http://111.124.98.66:8188/rtp/238.255.2.61:5999
大湾区卫视,http://111.124.98.66:8188/rtp/238.255.2.60:5999
北京卫视,http://111.124.98.66:8188/http://ip/rtp/238.255.2.81:5999
东方卫视,http://111.124.98.66:8188/rtp/238.255.2.98:5999
东南卫视,http://111.124.98.66:8188/rtp/238.255.2.103:5999
广西卫视,http://111.124.98.66:8188/rtp/238.255.2.64:5999
海南卫视,http://111.124.98.66:8188/rtp/238.255.2.58:5999
河北卫视,http://111.124.98.66:8188/rtp/238.255.2.77:5999
河南卫视,http://111.124.98.66:8188/rtp/238.255.2.74:5999
黑龙江卫视,http://111.124.98.66:8188/rtp/238.255.2.96:5999
湖北卫视,http://111.124.98.66:8188/rtp/238.255.2.102:5999
江苏卫视,http://111.124.98.66:8188/rtp/238.255.2.104:5999
江西卫视,http://111.124.98.66:8188/rtp/238.255.2.94:5999
内蒙古卫视,http://111.124.98.66:8188/rtp/238.255.2.53:5999
宁夏卫视,http://111.124.98.66:8188/rtp/238.255.2.75:5999
青海卫视,http://111.124.98.66:8188/rtp/238.255.2.51:5999
三沙卫视,http://111.124.98.66:8188/rtp/238.255.2.203:5999
厦门卫视,http://111.124.98.66:8188/rtp/238.255.2.205:5999
山东教育,http://111.124.98.66:8188/rtp/238.255.2.79:5999
山东卫视,http://111.124.98.66:8188/rtp/238.255.2.97:5999
山西卫视,http://111.124.98.66:8188/rtp/238.255.2.71:5999
陕西卫视,http://111.124.98.66:8188/rtp/238.255.2.72:5999
陕西卫视,http://111.124.98.66:8188/rtp/238.255.2.81:5999
四川卫视,http://111.124.98.66:8188/rtp/238.255.2.76:5999
天津卫视,http://111.124.98.66:8188/rtp/238.255.2.99:5999
辽宁卫视,http://111.124.98.66:8188/rtp/238.255.2.69:5999
甘肃卫视,http://111.124.98.66:8188/rtp/238.255.2.73:5999
湖南卫视,http://111.124.98.66:8188/rtp/238.255.2.93:5999
吉林卫视,http://111.124.98.66:8188/rtp/238.255.2.95:5999
兵团卫视,http://111.124.98.66:8188/rtp/238.255.2.67:5999
新疆卫视,http://111.124.98.66:8188/rtp/238.255.2.66:5999
云南卫视,http://111.124.98.66:8188/rtp/238.255.2.63:5999
浙江卫视,http://111.124.98.66:8188/rtp/238.255.2.100:5999
重庆卫视,http://111.124.98.66:8188/rtp/238.255.2.78:5999
安徽卫视,http://111.124.98.66:8188/rtp/238.255.2.101:5999
西藏卫视藏,http://111.124.98.66:8188/rtp/238.255.2.23:5999
西藏卫视汉,http://111.124.98.66:8188/rtp/238.255.2.65:5999
安多卫视,http://111.124.98.66:8188/rtp/238.255.2.189:5999
安顺卫视1新闻综合,http://111.124.98.66:8188/rtp/238.255.2.157:5999
安顺卫视2公共频道,http://111.124.98.66:8188/rtp/238.255.2.158:5999
毕节卫视1,http://111.124.98.66:8188/rtp/238.255.2.131:5999
毕节卫视2,http://111.124.98.66:8188/rtp/238.255.2.132:5999
娱乐频道,http://111.124.98.66:8188/rtp/238.255.2.218:5999
动漫秀场,http://111.124.98.66:8188/rtp/238.255.2.196:5999
都市剧场,http://111.124.98.66:8188/rtp/238.255.2.194:5999
法治天地,http://111.124.98.66:8188/rtp/238.255.2.190:5999
贵阳都市1,http://111.124.98.66:8188/rtp/238.255.2.19:5999
贵阳都市2,http://111.124.98.66:8188/rtp/238.255.2.20:5999
贵阳都市3,http://111.124.98.66:8188/rtp/238.255.2.22:5999
贵州移动电视,http://111.124.98.66:8188/rtp/238.255.2.117:5999
国学频道,http://111.124.98.66:8188/rtp/238.255.2.176:5999
哈哈炫动,http://111.124.98.66:8188/rtp/238.255.2.56:5999
湖南茶叶频道,http://111.124.98.66:8188/rtp/238.255.2.192:5999
湖南快乐垂钓,http://111.124.98.66:8188/rtp/238.255.2.191:5999
湖南快乐购,http://111.124.98.66:8188/rtp/238.255.2.206:5999
欢笑剧场4K,http://111.124.98.66:8188/rtp/238.255.2.198:5999
欢笑剧场4K,http://111.124.98.66:8188/rtp/238.255.2.215:5999
环球奇观,http://111.124.98.66:8188/rtp/238.255.2.43:5999
黄果树瀑布直播,http://111.124.98.66:8188/rtp/238.255.2.163:5999
纪实人文,http://111.124.98.66:8188/rtp/238.255.2.106:5999
家有购物,http://111.124.98.66:8188/rtp/238.255.2.10:5999
嘉佳卡通,http://111.124.98.66:8188/rtp/238.255.2.62:5999
江苏财富天下,http://111.124.98.66:8188/rtp/238.255.2.186:5999
江苏靓妆频道,http://111.124.98.66:8188/rtp/238.255.2.177:5999
金鹰纪实,http://111.124.98.66:8188/rtp/238.255.2.108:5999
金鹰卡通,http://111.124.98.66:8188/rtp/238.255.2.55:5999
凯里卫视,http://111.124.98.66:8188/rtp/238.255.2.180:5999
乐游,http://111.124.98.66:8188/rtp/238.255.2.188:5999
雷山综合,http://111.124.98.66:8188/rtp/238.255.2.128:5999
六盘水卫视1,http://111.124.98.66:8188/rtp/238.255.2.115:5999
六盘水卫视2,http://111.124.98.66:8188/rtp/238.255.2.116:5999
农林卫视,http://111.124.98.66:8188/rtp/238.255.2.120:5999
汽摩频道,http://111.124.98.66:8188/rtp/238.255.2.148:5999
黔东南卫视,http://111.124.98.66:8188/rtp/238.255.2.179:5999
黔南卫视1,http://111.124.98.66:8188/rtp/238.255.2.150:5999
黔南卫视1,http://111.124.98.66:8188/rtp/238.255.2.216:5999
黔南卫视2,http://111.124.98.66:8188/rtp/238.255.2.151:5999
黔西南公共,http://111.124.98.66:8188/rtp/238.255.2.127:5999
黔西南综合,http://111.124.98.66:8188/rtp/238.255.2.126:5999
摄影频道,http://111.124.98.66:8188/rtp/238.255.2.8:5999
生活时尚,http://111.124.98.66:8188/rtp/238.255.2.193:5999
四川康巴卫视,http://111.124.98.66:8188/rtp/238.255.2.140:5999

广东卫视,http://171.117.141.90:8085/rtp/226.0.2.146:9080
深圳卫视,http://171.117.141.90:8085/rtp/226.0.2.147:9088
湖南卫视,http://171.117.141.90:8085/rtp/226.0.2.143:9056
浙江卫视,http://171.117.141.90:8085/rtp/226.0.2.144:9064
安徽卫视,http://171.117.141.90:8085/rtp/226.0.2.145:9072
天津卫视,http://171.117.141.90:8085/rtp/226.0.2.148:9096
山东卫视,http://171.117.141.90:8085/rtp/226.0.2.149:9104
湖北卫视,http://171.117.141.90:8085/rtp/226.0.2.150:9112
黑龙江卫视,http://171.117.141.90:8085/rtp/226.0.2.151:9120
山西卫视,http://171.117.141.90:8085/rtp/226.0.2.152:9128
金鹰卡通,http://171.117.141.90:8085/rtp/226.0.2.172:9288
辽宁卫视,http://171.117.141.90:8085/rtp/226.0.2.173:9296
重庆卫视,http://171.117.141.90:8085/rtp/226.0.2.174:9304
东方卫视,http://171.117.141.90:8085/rtp/226.0.2.175:9312
江苏卫视,http://171.117.141.90:8085/rtp/226.0.2.176:9320
北京卫视,http://171.117.141.90:8085/rtp/226.0.2.177:9328
河北卫视,http://171.117.141.90:8085/rtp/226.0.2.178:9336
四川卫视,http://171.117.141.90:8085/rtp/226.0.2.179:9344
贵州卫视,http://171.117.141.90:8085/rtp/226.0.2.180:9352
湖南卫视,http://171.117.141.90:8085/rtp/226.0.2.33:8176
东方卫视,http://171.117.141.90:8085/rtp/226.0.2.34:8184
辽宁卫视,http://171.117.141.90:8085/rtp/226.0.2.35:8192
浙江卫视,http://171.117.141.90:8085/rtp/226.0.2.36:8200
安徽卫视,http://171.117.141.90:8085/rtp/226.0.2.37:8208
江苏卫视,http://171.117.141.90:8085/rtp/226.0.2.38:8216
北京卫视,http://171.117.141.90:8085/rtp/226.0.2.39:8224
东南卫视,http://171.117.141.90:8085/rtp/226.0.2.40:8232
金鹰卡通,http://171.117.141.90:8085/rtp/226.0.2.41:8240
四川卫视,http://171.117.141.90:8085/rtp/226.0.2.42:8248
贵州卫视,http://171.117.141.90:8085/rtp/226.0.2.43:8256
哈哈炫动,http://171.117.141.90:8085/rtp/226.0.2.44:8264
广东卫视,http://171.117.141.90:8085/rtp/226.0.2.45:8272
广西卫视,http://171.117.141.90:8085/rtp/226.0.2.46:8280
深圳卫视,http://171.117.141.90:8085/rtp/226.0.2.47:8288
黑龙江卫视,http://171.117.141.90:8085/rtp/226.0.2.48:8296
湖北卫视,http://171.117.141.90:8085/rtp/226.0.2.49:8304
重庆卫视,http://171.117.141.90:8085/rtp/226.0.2.50:8312
山东卫视,http://171.117.141.90:8085/rtp/226.0.2.51:8320
河南卫视,http://171.117.141.90:8085/rtp/226.0.2.52:8328
陕西卫视,http://171.117.141.90:8085/rtp/226.0.2.53:8336
江西卫视,http://171.117.141.90:8085/rtp/226.0.2.54:8344
甘肃卫视,http://171.117.141.90:8085/rtp/226.0.2.55:8352
天津卫视,http://171.117.141.90:8085/rtp/226.0.2.56:8360
卡酷卡通,http://171.117.141.90:8085/rtp/226.0.2.57:8368
吉林卫视,http://171.117.141.90:8085/rtp/226.0.2.58:8376
青海卫视,http://171.117.141.90:8085/rtp/226.0.2.59:8384
云南卫视,http://171.117.141.90:8085/rtp/226.0.2.60:8392
海南卫视,http://171.117.141.90:8085/rtp/226.0.2.61:8400
兵团卫视,http://171.117.141.90:8085/rtp/226.0.2.62:8408
内蒙古卫视,http://171.117.141.90:8085/rtp/226.0.2.63:8416
宁夏卫视,http://171.117.141.90:8085/rtp/226.0.2.64:8424
河北卫视,http://171.117.141.90:8085/rtp/226.0.2.65:8432
西藏卫视,http://171.117.141.90:8085/rtp/226.0.2.66:8440
新疆卫视,http://171.117.141.90:8085/rtp/226.0.2.67:8448
广西卫视,http://171.117.141.90:8085/rtp/226.0.2.231:9760
广东卫视,http://144.255.40.3:4022/udp/239.21.1.26:5002#http://124.222.142.65:5678/zhibo/index.php?id=gdws
深圳卫视,http://39.134.66.66/PLTV/88888888/224/3221225668/index.m3u8
